-57	0	0
-56	0	0
-55	0	0
-54	0	0
-53	0	0
-52	0	0
-51	0	0
-50	0	0
-49	0	0
-48	0	0
-47	0	0
-46	0	0
-45	0	0
-44	0	0
-43	0	0
-42	0	0
-41	1	1
-40	0	0
-39	1	0
-38	0	1
-37	0	0
-36	0	0
-35	2	0
-34	0	0
-33	0	0
-32	0	0
-31	0	1
-30	0	2
-29	0	1
-28	4	1
-27	3	8
-26	5	0
-25	2	8
-24	3	2
-23	3	2
-22	4	3
-21	10	1
-20	1	2
-19	4	2
-18	3	2
-17	2	5
-16	2	2
-15	6	1
-14	6	4
-13	4	3
-12	5	8
-11	1	1
-10	2	2
-9	5	4
-8	2	2
-7	1	5
-6	2	24
-5	4	1
-4	8	2
-3	16	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	186	0
4	0	1
5	0	0
6	7	4
7	3	5
8	1	5
9	7	2
10	5	1
11	3	0
12	6	2
13	1	2
14	4	1
15	6	2
16	2	1
17	4	1
18	4	6
19	4	1
20	2	2
21	7	2
22	7	2
23	5	3
24	1	0
25	4	2
26	1	5
27	5	2
28	1	0
29	0	1
30	2	0
31	0	0
32	0	0
33	0	0
34	1	0
35	0	0
36	0	0
37	0	1
38	0	0
39	1	0
40	0	0
41	0	0
42	0	1
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
